,Exercise,URL,Main Muscle Group,Type,Equipment,Picture_A,Picture_B
1049,Single-Leg Extension ,https://www.jefit.com/exercises/1256/Single-Leg-Extension-,Upper Legs,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/5024.jpg,https://www.jefit.com/images/exercises/1080_664/5025.jpg
1050,Single-Leg Glute Bridge,https://www.jefit.com/exercises/865/Single-Leg-Glute-Bridge,Glutes,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/3460.jpg,https://www.jefit.com/images/exercises/1080_664/3461.jpg
1051,Single-Leg Hack Squat,https://www.jefit.com/exercises/1216/Single-Leg-Hack-Squat,Upper Legs,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/4864.jpg,https://www.jefit.com/images/exercises/1080_664/4865.jpg
1052,Single-Leg Kickback,https://www.jefit.com/exercises/196/Single-Leg-Kickback,Glutes,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/784.jpg,https://www.jefit.com/images/exercises/1080_664/785.jpg
1053,Single-Leg Press,https://www.jefit.com/exercises/1102/Single-Leg-Press,Glutes,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/4408.jpg,https://www.jefit.com/images/exercises/1080_664/4409.jpg
1054,Single-Leg Push-Off,https://www.jefit.com/exercises/936/Single-Leg-Push-Off,Upper Legs,Strength,Others,https://www.jefit.com/images/exercises/1080_664/3744.jpg,https://www.jefit.com/images/exercises/1080_664/3745.jpg
1055,Single-Leg Push-Up,https://www.jefit.com/exercises/1053/Single-Leg-Push-Up,Chest,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/4212.jpg,https://www.jefit.com/images/exercises/1080_664/4213.jpg
1056,Single-Leg Reverse Hyper on Flat Bench,https://www.jefit.com/exercises/735/Single-Leg-Reverse-Hyper-on-Flat-Bench,Abs,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/2940.jpg,https://www.jefit.com/images/exercises/1080_664/2941.jpg
1057,Single-Leg Squat,https://www.jefit.com/exercises/1206/Single-Leg-Squat,Upper Legs,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/4824.jpg,https://www.jefit.com/images/exercises/1080_664/4825.jpg
1058,Single-Leg Stance,https://www.jefit.com/exercises/662/Single-Leg-Stance,Abs,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/2648.jpg,https://www.jefit.com/images/exercises/1080_664/2649.jpg
1059,Single-Leg Stride Jump,https://www.jefit.com/exercises/937/Single-Leg-Stride-Jump,Upper Legs,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/3748.jpg,https://www.jefit.com/images/exercises/1080_664/3749.jpg
1060,Sissy Squat,https://www.jefit.com/exercises/1207/Sissy-Squat,Upper Legs,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/4828.jpg,https://www.jefit.com/images/exercises/1080_664/4829.jpg
1061,Sit-Up,https://www.jefit.com/exercises/345/Sit-Up,Abs,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/1380.jpg,https://www.jefit.com/images/exercises/1080_664/1381.jpg
1062,Smith Machine Behind the Back Wrist Curl,https://www.jefit.com/exercises/1100/Smith-Machine-Behind-the-Back-Wrist-Curl,Forearm,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/4400.jpg,https://www.jefit.com/images/exercises/1080_664/4401.jpg
1063,Smith Machine Bench Press,https://www.jefit.com/exercises/174/Smith-Machine-Bench-Press,Chest,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/696.jpg,https://www.jefit.com/images/exercises/1080_664/697.jpg
1064,Smith Machine Bent-Over Row,https://www.jefit.com/exercises/91/Smith-Machine-Bent-Over-Row,Back,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/364.jpg,https://www.jefit.com/images/exercises/1080_664/365.jpg
1065,Smith Machine Bicep Curl,https://www.jefit.com/exercises/1030/Smith-Machine-Bicep-Curl,Biceps,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/4120.jpg,https://www.jefit.com/images/exercises/1080_664/4121.jpg
1066,Smith Machine Bulgarian Split Squat,https://www.jefit.com/exercises/495/Smith-Machine-Bulgarian-Split-Squat,Upper Legs,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/1980.jpg,https://www.jefit.com/images/exercises/1080_664/1981.jpg
1067,Smith Machine Close Grip Bench Press,https://www.jefit.com/exercises/248/Smith-Machine-Close-Grip-Bench-Press,Triceps,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/992.jpg,https://www.jefit.com/images/exercises/1080_664/993.jpg
1068,Smith Machine Close Grip Shoulder Press,https://www.jefit.com/exercises/1304/Smith-Machine-Close-Grip-Shoulder-Press,Shoulders,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/5216.jpg,https://www.jefit.com/images/exercises/1080_664/5217.jpg
1069,Smith Machine Deadlift,https://www.jefit.com/exercises/189/Smith-Machine-Deadlift,Back,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/756.jpg,https://www.jefit.com/images/exercises/1080_664/757.jpg
1070,Smith Machine Decline Bench Press,https://www.jefit.com/exercises/732/Smith-Machine-Decline-Bench-Press,Chest,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/2928.jpg,https://www.jefit.com/images/exercises/1080_664/2929.jpg
1071,Smith Machine Decline Close Grip Bench Press,https://www.jefit.com/exercises/1307/Smith-Machine-Decline-Close-Grip-Bench-Press,Chest,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/5228.jpg,https://www.jefit.com/images/exercises/1080_664/5229.jpg
1072,Smith Machine Decline Close Grip Bench Press,https://www.jefit.com/exercises/1306/Smith-Machine-Decline-Close-Grip-Bench-Press,Chest,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/5224.jpg,https://www.jefit.com/images/exercises/1080_664/5225.jpg
1073,Smith Machine Deltoid Row,https://www.jefit.com/exercises/49/Smith-Machine-Deltoid-Row,Shoulders,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/196.jpg,https://www.jefit.com/images/exercises/1080_664/197.jpg
1074,Smith Machine Front Squat,https://www.jefit.com/exercises/1204/Smith-Machine-Front-Squat,Upper Legs,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/4816.jpg,https://www.jefit.com/images/exercises/1080_664/4817.jpg
1075,Smith Machine Front Squat,https://www.jefit.com/exercises/1301/Smith-Machine-Front-Squat,Upper Legs,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/5204.jpg,https://www.jefit.com/images/exercises/1080_664/5205.jpg
1076,Smith Machine Good Morning,https://www.jefit.com/exercises/190/Smith-Machine-Good-Morning,Back,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/760.jpg,https://www.jefit.com/images/exercises/1080_664/761.jpg
1077,Smith Machine Hack Squat,https://www.jefit.com/exercises/203/Smith-Machine-Hack-Squat,Upper Legs,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/812.jpg,https://www.jefit.com/images/exercises/1080_664/813.jpg
1078,Smith Machine Incline Bench Press,https://www.jefit.com/exercises/175/Smith-Machine-Incline-Bench-Press,Chest,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/700.jpg,https://www.jefit.com/images/exercises/1080_664/701.jpg
1079,Smith Machine Incline Shoulder Raise,https://www.jefit.com/exercises/446/Smith-Machine-Incline-Shoulder-Raise,Shoulders,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/1784.jpg,https://www.jefit.com/images/exercises/1080_664/1785.jpg
1080,Smith Machine Incline Tricep Extension,https://www.jefit.com/exercises/1181/Smith-Machine-Incline-Tricep-Extension,Triceps,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/4724.jpg,https://www.jefit.com/images/exercises/1080_664/4725.jpg
1081,Smith Machine Lunge,https://www.jefit.com/exercises/784/Smith-Machine-Lunge,Glutes,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/3136.jpg,https://www.jefit.com/images/exercises/1080_664/3137.jpg
1082,Smith Machine One-Arm Row,https://www.jefit.com/exercises/1051/Smith-Machine-One-Arm-Row,Back,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/4204.jpg,https://www.jefit.com/images/exercises/1080_664/4205.jpg
1083,Smith Machine Rear Shoulder Press,https://www.jefit.com/exercises/1104/Smith-Machine-Rear-Shoulder-Press,Shoulders,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/4416.jpg,https://www.jefit.com/images/exercises/1080_664/4417.jpg
1084,Smith Machine Reverse Calf Raise,https://www.jefit.com/exercises/296/Smith-Machine-Reverse-Calf-Raise,Lower Legs,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/1184.jpg,https://www.jefit.com/images/exercises/1080_664/1185.jpg
1085,Smith Machine Reverse Close Grip Bench Press,https://www.jefit.com/exercises/1180/Smith-Machine-Reverse-Close-Grip-Bench-Press,Triceps,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/4720.jpg,https://www.jefit.com/images/exercises/1080_664/4721.jpg
1086,Smith Machine Reverse Grip Bench Press,https://www.jefit.com/exercises/1069/Smith-Machine-Reverse-Grip-Bench-Press,Chest,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/5228.jpg,https://www.jefit.com/images/exercises/1080_664/5229.jpg
1087,Smith Machine Reverse Grip Bent-Over Row,https://www.jefit.com/exercises/1048/Smith-Machine-Reverse-Grip-Bent-Over-Row,Back,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/4192.jpg,https://www.jefit.com/images/exercises/1080_664/4193.jpg
1088,Smith Machine Reverse Grip Incline Bench Press,https://www.jefit.com/exercises/1070/Smith-Machine-Reverse-Grip-Incline-Bench-Press,Chest,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/4280.jpg,https://www.jefit.com/images/exercises/1080_664/4281.jpg
1089,Smith Machine Shoulder Press,https://www.jefit.com/exercises/1138/Smith-Machine-Shoulder-Press,Shoulders,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/4552.jpg,https://www.jefit.com/images/exercises/1080_664/4553.jpg
1090,Smith Machine Shoulder Press,https://www.jefit.com/exercises/447/Smith-Machine-Shoulder-Press,Shoulders,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/1788.jpg,https://www.jefit.com/images/exercises/1080_664/1789.jpg
1091,Smith Machine Shrug,https://www.jefit.com/exercises/50/Smith-Machine-Shrug,Back,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/200.jpg,https://www.jefit.com/images/exercises/1080_664/201.jpg
1092,Smith Machine Single-Leg Calf Raise,https://www.jefit.com/exercises/1242/Smith-Machine-Single-Leg-Calf-Raise,Lower Legs,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/4968.jpg,https://www.jefit.com/images/exercises/1080_664/4969.jpg
1093,Smith Machine Single-Leg Calf Raise,https://www.jefit.com/exercises/1239/Smith-Machine-Single-Leg-Calf-Raise,Lower Legs,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/4956.jpg,https://www.jefit.com/images/exercises/1080_664/4957.jpg
1094,Smith Machine Squat,https://www.jefit.com/exercises/135/Smith-Machine-Squat,Upper Legs,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/540.jpg,https://www.jefit.com/images/exercises/1080_664/541.jpg
1095,Smith Machine Squat to Bench,https://www.jefit.com/exercises/1213/Smith-Machine-Squat-to-Bench,Upper Legs,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/4852.jpg,https://www.jefit.com/images/exercises/1080_664/4853.jpg
1096,Smith Machine Stiff-Leg Deadlift,https://www.jefit.com/exercises/494/Smith-Machine-Stiff-Leg-Deadlift,Back,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/1976.jpg,https://www.jefit.com/images/exercises/1080_664/1977.jpg
1097,Smith Machine Toe Raise,https://www.jefit.com/exercises/1243/Smith-Machine-Toe-Raise,Lower Legs,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/4972.jpg,https://www.jefit.com/images/exercises/1080_664/4973.jpg
1098,Smith Machine Upright Row,https://www.jefit.com/exercises/51/Smith-Machine-Upright-Row,Shoulders,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/204.jpg,https://www.jefit.com/images/exercises/1080_664/205.jpg
1099,Smith Machine Wide Grip Bench Press,https://www.jefit.com/exercises/1303/Smith-Machine-Wide-Grip-Bench-Press,Chest,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/5212.jpg,https://www.jefit.com/images/exercises/1080_664/5213.jpg
1100,Smith Machine Wide Grip Decline Bench Press,https://www.jefit.com/exercises/1308/Smith-Machine-Wide-Grip-Decline-Bench-Press,Chest,Strength,"Machine - Strength, Bench",https://www.jefit.com/images/exercises/1080_664/5232.jpg,https://www.jefit.com/images/exercises/1080_664/5233.jpg
1101,Smith Machine Wide Grip Shoulder Press,https://www.jefit.com/exercises/1305/Smith-Machine-Wide-Grip-Shoulder-Press,Shoulders,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/5220.jpg,https://www.jefit.com/images/exercises/1080_664/5221.jpg
1102,Smith Machine Wrist Curl,https://www.jefit.com/exercises/1094/Smith-Machine-Wrist-Curl,Forearm,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/4376.jpg,https://www.jefit.com/images/exercises/1080_664/4377.jpg
1103,Smith Machine Zercher Squat,https://www.jefit.com/exercises/1217/Smith-Machine-Zercher-Squat,Upper Legs,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/4868.jpg,https://www.jefit.com/images/exercises/1080_664/4869.jpg
1104,Soleus and Achilles Stretch,https://www.jefit.com/exercises/965/Soleus-and-Achilles-Stretch,Lower Legs,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/3860.jpg,https://www.jefit.com/images/exercises/1080_664/3861.jpg
1105,Sphinx,https://www.jefit.com/exercises/575/Sphinx,Back,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/2300.jpg,https://www.jefit.com/images/exercises/1080_664/2301.jpg
1106,Spine Stretch,https://www.jefit.com/exercises/576/Spine-Stretch,Back,Stretching,Body Only,https://www.jefit.com/images/exercises/1080_664/2304.jpg,https://www.jefit.com/images/exercises/1080_664/2305.jpg
1107,Split Jump,https://www.jefit.com/exercises/946/Split-Jump,Upper Legs,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/3784.jpg,https://www.jefit.com/images/exercises/1080_664/3785.jpg
1108,Split Jump,https://www.jefit.com/exercises/929/Split-Jump,Upper Legs,Strength,Body Only,https://www.jefit.com/images/exercises/1080_664/3716.jpg,https://www.jefit.com/images/exercises/1080_664/3717.jpg
1109,Stability Ball Ab Curl,https://www.jefit.com/exercises/669/Stability-Ball-Ab-Curl,Abs,Strength,Exercise Ball,https://www.jefit.com/images/exercises/1080_664/2676.jpg,https://www.jefit.com/images/exercises/1080_664/2677.jpg
1110,Stability Ball Back Extension,https://www.jefit.com/exercises/598/Stability-Ball-Back-Extension,Back,Stretching,Exercise Ball,https://www.jefit.com/images/exercises/1080_664/2392.jpg,https://www.jefit.com/images/exercises/1080_664/2393.jpg
1111,Stability Ball Back Extension,https://www.jefit.com/exercises/192/Stability-Ball-Back-Extension,Back,Stretching,Exercise Ball,https://www.jefit.com/images/exercises/1080_664/768.jpg,https://www.jefit.com/images/exercises/1080_664/769.jpg
1112,Stability Ball Back Extension with Hands Behind Head,https://www.jefit.com/exercises/599/Stability-Ball-Back-Extension-with-Hands-Behind-Head,Back,Stretching,Exercise Ball,https://www.jefit.com/images/exercises/1080_664/2396.jpg,https://www.jefit.com/images/exercises/1080_664/2397.jpg
1113,Stability Ball Back Extension with Knees Off Ground,https://www.jefit.com/exercises/601/Stability-Ball-Back-Extension-with-Knees-Off-Ground,Back,Stretching,Exercise Ball,https://www.jefit.com/images/exercises/1080_664/2404.jpg,https://www.jefit.com/images/exercises/1080_664/2405.jpg
1114,Stability Ball Back Extension with Rotation,https://www.jefit.com/exercises/600/Stability-Ball-Back-Extension-with-Rotation,Back,Stretching,Exercise Ball,https://www.jefit.com/images/exercises/1080_664/2400.jpg,https://www.jefit.com/images/exercises/1080_664/2401.jpg
1115,Stability Ball Back Stretch,https://www.jefit.com/exercises/562/Stability-Ball-Back-Stretch,Back,Stretching,Exercise Ball,https://www.jefit.com/images/exercises/1080_664/2248.jpg,https://www.jefit.com/images/exercises/1080_664/2249.jpg
1116,Stability Ball Back Stretch,https://www.jefit.com/exercises/580/Stability-Ball-Back-Stretch,Back,Stretching,Exercise Ball,https://www.jefit.com/images/exercises/1080_664/2320.jpg,https://www.jefit.com/images/exercises/1080_664/2321.jpg
1117,Stability Ball Back Stretch,https://www.jefit.com/exercises/544/Stability-Ball-Back-Stretch,Back,Stretching,Exercise Ball,https://www.jefit.com/images/exercises/1080_664/2176.jpg,https://www.jefit.com/images/exercises/1080_664/2177.jpg
1118,Stability Ball Balance,https://www.jefit.com/exercises/843/Stability-Ball-Balance,Chest,Stretching,Exercise Ball,https://www.jefit.com/images/exercises/1080_664/3372.jpg,https://www.jefit.com/images/exercises/1080_664/3373.jpg
1119,Stability Ball Bridge,https://www.jefit.com/exercises/613/Stability-Ball-Bridge,Abs,Strength,Exercise Ball,https://www.jefit.com/images/exercises/1080_664/2452.jpg,https://www.jefit.com/images/exercises/1080_664/2453.jpg
1120,Stability Ball Cable Fly ,https://www.jefit.com/exercises/615/Stability-Ball-Cable-Fly-,Chest,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/2460.jpg,https://www.jefit.com/images/exercises/1080_664/2461.jpg
1121,Stability Ball Cable Incline Press,https://www.jefit.com/exercises/1286/Stability-Ball-Cable-Incline-Press,Chest,Strength,Exercise Ball,https://www.jefit.com/images/exercises/1080_664/5144.jpg,https://www.jefit.com/images/exercises/1080_664/5145.jpg
1122,Stability Ball Cable One-Arm Incline Press,https://www.jefit.com/exercises/1290/Stability-Ball-Cable-One-Arm-Incline-Press,Chest,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/5160.jpg,https://www.jefit.com/images/exercises/1080_664/5161.jpg
