,Exercise,URL,Picture_A,Picture_B,Muscle,Video,Main Muscle Group,Detailed Muscle Group,Type,Mechanics,Equipment,Difficulty
1251,Twist Opening,https://www.jefit.com/exercises/678/Twist-Opening,https://www.jefit.com/images/exercises/1080_664/2080.jpg,https://www.jefit.com/images/exercises/1080_664/2081.jpg,https://www.jefit.com/images/exercises/b0.jpg,http://player.vimeo.com/external/160296911.sd.mp4?s=f35f0f174581aeb19bacb5503efddb42c46a2347&profile_id=164&oauth2_token_id=435967617,Abs,,Strength,Compound,Body Only,Beginner
1252,Upper Back Stretch,https://www.jefit.com/exercises/833/Upper-Back-Stretch,https://www.jefit.com/images/exercises/1080_664/3332.jpg,https://www.jefit.com/images/exercises/1080_664/3333.jpg,https://www.jefit.com/images/exercises/b1.jpg,http://player.vimeo.com/external/160305247.sd.mp4?s=584a741e89303d5bbb03ab100d1f8aca53518575&profile_id=165&oauth2_token_id=435967617,Back,Lower Back,Stretching,N/A,Body Only,Beginner
1253,Upper Body Chair Stretch,https://www.jefit.com/exercises/870/Upper-Body-Chair-Stretch,https://www.jefit.com/images/exercises/1080_664/3480.jpg,https://www.jefit.com/images/exercises/1080_664/3481.jpg,https://www.jefit.com/images/exercises/b6.jpg,http://player.vimeo.com/external/160305286.hd.mp4?s=2449f44b12a046a1165d542855e2f577db5ad532&profile_id=119&oauth2_token_id=435967617,Shoulders,,Stretching,N/A,Bench,Beginner
1254,Upward Facing Bow Pose,https://www.jefit.com/exercises/537/Upward-Facing-Bow-Pose,https://www.jefit.com/images/exercises/1080_664/2148.jpg,https://www.jefit.com/images/exercises/1080_664/2149.jpg,https://www.jefit.com/images/exercises/b0.jpg,http://player.vimeo.com/external/160296931.sd.mp4?s=bedf50b0b5547f5115fb29d0f17825a6d507a966&profile_id=164&oauth2_token_id=435967617,Abs,,Stretching,Compound,Body Only,Intermediate
1255,Upward Facing Dog,https://www.jefit.com/exercises/538/Upward-Facing-Dog,https://www.jefit.com/images/exercises/1080_664/2152.jpg,https://www.jefit.com/images/exercises/1080_664/2153.jpg,https://www.jefit.com/images/exercises/b1.jpg,http://player.vimeo.com/external/160296995.sd.mp4?s=8df0dc106c962ddb868589fd12c5581d179c4a2e&profile_id=165&oauth2_token_id=435967617,Back,,Stretching,Compound,Body Only,Beginner
1256,Upward Stretch,https://www.jefit.com/exercises/885/Upward-Stretch,https://www.jefit.com/images/exercises/1080_664/3540.jpg,https://www.jefit.com/images/exercises/1080_664/3541.jpg,https://www.jefit.com/images/exercises/b6.jpg,http://player.vimeo.com/external/160305310.sd.mp4?s=e0c8459ddba70c610f5eb806624c16098a1df391&profile_id=164&oauth2_token_id=435967617,Shoulders,Lats,Stretching,N/A,Body Only,Beginner
1257,V Bar Pull-Up,https://www.jefit.com/exercises/81/V-Bar-Pull-Up,https://www.jefit.com/images/exercises/1080_664/324.jpg,https://www.jefit.com/images/exercises/1080_664/325.jpg,https://www.jefit.com/images/exercises/b1.jpg,,Back,Traps,Strength,Compound,Pullup Bar,Expert
1258,V-Ups,https://www.jefit.com/exercises/686/V-Ups,https://www.jefit.com/images/exercises/1080_664/2744.jpg,https://www.jefit.com/images/exercises/1080_664/2745.jpg,https://www.jefit.com/images/exercises/b0.jpg,http://player.vimeo.com/external/160304905.hd.mp4?s=0c0ff483071fd378a1206b544362f470537279a3&profile_id=113&oauth2_token_id=435967617,Abs,,Strength,Isolation,Body Only,Intermediate
1259,Walking,https://www.jefit.com/exercises/322/Walking,https://www.jefit.com/images/exercises/1080_664/1288.jpg,https://www.jefit.com/images/exercises/1080_664/1288.jpg,https://www.jefit.com/images/exercises/b10.jpg,,Cardio,,Cardio,Isolation,Machine - Cardio,Beginner
1260,Wall Calf Stretch ,https://www.jefit.com/exercises/960/Wall-Calf-Stretch-,https://www.jefit.com/images/exercises/1080_664/3840.jpg,https://www.jefit.com/images/exercises/1080_664/3841.jpg,https://www.jefit.com/images/exercises/b9.jpg,http://player.vimeo.com/external/160306823.sd.mp4?s=910019985aec1902f9a60c6a1d33a647d4e3d3a9&profile_id=165&oauth2_token_id=435967617,Lower Legs,,Stretching,Isolation,Body Only,Beginner
1261,Warrior 2 Pose,https://www.jefit.com/exercises/539/Warrior-2-Pose,https://www.jefit.com/images/exercises/1080_664/2156.jpg,https://www.jefit.com/images/exercises/1080_664/2157.jpg,https://www.jefit.com/images/exercises/b0.jpg,http://player.vimeo.com/external/160296993.hd.mp4?s=3c3b461990f8ca87acc4a8e7c6b3ecf6a729960d&profile_id=119&oauth2_token_id=435967617,Abs,,Stretching,Compound,Body Only,Beginner
1262,Warrior 3 Pose,https://www.jefit.com/exercises/540/Warrior-3-Pose,https://www.jefit.com/images/exercises/1080_664/2160.jpg,https://www.jefit.com/images/exercises/1080_664/2161.jpg,https://www.jefit.com/images/exercises/b0.jpg,http://player.vimeo.com/external/160296947.hd.mp4?s=20f2670ac46d3d76e667e1e67c9d6543e69dac9a&profile_id=119&oauth2_token_id=435967617,Abs,,Stretching,Compound,Body Only,Beginner
1263,Warrior Pose,https://www.jefit.com/exercises/541/Warrior-Pose,https://www.jefit.com/images/exercises/1080_664/2164.jpg,https://www.jefit.com/images/exercises/1080_664/2165.jpg,https://www.jefit.com/images/exercises/b0.jpg,http://player.vimeo.com/external/160296977.sd.mp4?s=0be5820177bdf733ec68ab4df61d43cf07998369&profile_id=165&oauth2_token_id=435967617,Abs,,Stretching,Compound,Body Only,Beginner
1264,Weight Plate Front Raise,https://www.jefit.com/exercises/412/Weight-Plate-Front-Raise,https://www.jefit.com/images/exercises/1080_664/1648.jpg,https://www.jefit.com/images/exercises/1080_664/1649.jpg,https://www.jefit.com/images/exercises/b6.jpg,http://player.vimeo.com/external/160281098.hd.mp4?s=de40466c8e4f2281dc01508950b891d1068cac25&profile_id=113&oauth2_token_id=435967617,Shoulders,Traps,Strength,Isolation,Weight Plate,Intermediate
1265,Weight Plate Hand Squeeze,https://www.jefit.com/exercises/863/Weight-Plate-Hand-Squeeze,https://www.jefit.com/images/exercises/1080_664/3452.jpg,https://www.jefit.com/images/exercises/1080_664/3453.jpg,https://www.jefit.com/images/exercises/b4.jpg,http://player.vimeo.com/external/160305287.sd.mp4?s=ad41997245baf9de7f12b9ed9438371f7effbbb0&profile_id=164&oauth2_token_id=435967617,Forearm,,Strength,Isolation,Weight Plate,Beginner
1266,Weight Plate High Front Raise,https://www.jefit.com/exercises/1115/Weight-Plate-High-Front-Raise,https://www.jefit.com/images/exercises/1080_664/4460.jpg,https://www.jefit.com/images/exercises/1080_664/4461.jpg,https://www.jefit.com/images/exercises/b6.jpg,http://player.vimeo.com/external/160307084.sd.mp4?s=da41f0ecbc73e28cc3c637f7760205d6b9106df7&profile_id=164&oauth2_token_id=435967617,Shoulders,,Strength,Isolation,Weight Plate,Beginner
1267,Weight Plate One-Arm Shrug,https://www.jefit.com/exercises/772/Weight-Plate-One-Arm-Shrug,https://www.jefit.com/images/exercises/1080_664/3088.jpg,https://www.jefit.com/images/exercises/1080_664/3089.jpg,https://www.jefit.com/images/exercises/b1.jpg,http://player.vimeo.com/external/160305134.sd.mp4?s=c3c5935ebf4a4065292e70dd4ee1bbfee3a0f07f&profile_id=164&oauth2_token_id=435967617,Back,,Strength,Isolation,Weight Plate,Intermediate
1268,Weight Plate Pinch,https://www.jefit.com/exercises/380/Weight-Plate-Pinch,https://www.jefit.com/images/exercises/1080_664/1520.jpg,https://www.jefit.com/images/exercises/1080_664/1521.jpg,https://www.jefit.com/images/exercises/b4.jpg,http://player.vimeo.com/external/160281110.sd.mp4?s=065371ec6cc27b3066cd0f8ffb22eabb6ad25ace&profile_id=165&oauth2_token_id=435967617,Forearm,,Strength,Isolation,Weight Plate,Intermediate
1269,Weight Plate Prone Neck Resistance,https://www.jefit.com/exercises/424/Weight-Plate-Prone-Neck-Resistance,https://www.jefit.com/images/exercises/1080_664/1696.jpg,https://www.jefit.com/images/exercises/1080_664/1697.jpg,https://www.jefit.com/images/exercises/b6.jpg,http://player.vimeo.com/external/160281222.hd.mp4?s=1f38aa5315d7cbe17641193f2b0975e5d8262d68&profile_id=119&oauth2_token_id=435967617,Shoulders,Traps,Strength,Isolation,Bench,Intermediate
1270,Weight Plate Reverse Curl,https://www.jefit.com/exercises/269/Weight-Plate-Reverse-Curl,https://www.jefit.com/images/exercises/1080_664/1076.jpg,https://www.jefit.com/images/exercises/1080_664/1077.jpg,https://www.jefit.com/images/exercises/b2.jpg,http://player.vimeo.com/external/160280803.sd.mp4?s=3081dd17fde5e9114e6e5df027b7b77f3df32eea&profile_id=164&oauth2_token_id=435967617,Biceps,Traps,Strength,Isolation,Weight Plate,Beginner
1271,Weight Plate Rotation,https://www.jefit.com/exercises/74/Weight-Plate-Rotation,https://www.jefit.com/images/exercises/1080_664/296.jpg,https://www.jefit.com/images/exercises/1080_664/297.jpg,https://www.jefit.com/images/exercises/b0.jpg,http://player.vimeo.com/external/160273615.hd.mp4?s=f35e5d89a3ff56aecbb6d20417754f85c46ecec3&profile_id=113&oauth2_token_id=435967617,Abs,Obliques,Strength,Compound,Weight Plate,Intermediate
1272,Weight Plate Russian Twist,https://www.jefit.com/exercises/339/Weight-Plate-Russian-Twist,https://www.jefit.com/images/exercises/1080_664/1356.jpg,https://www.jefit.com/images/exercises/1080_664/1357.jpg,https://www.jefit.com/images/exercises/b0.jpg,http://player.vimeo.com/external/160280947.hd.mp4?s=bccd07c68878060e6eaf168040557385cc75c3da&profile_id=119&oauth2_token_id=435967617,Abs,Obliques,Strength,Compound,Bench,Intermediate
1273,Weight Plate Shrugs,https://www.jefit.com/exercises/771/Weight-Plate-Shrugs,https://www.jefit.com/images/exercises/1080_664/3084.jpg,https://www.jefit.com/images/exercises/1080_664/3085.jpg,https://www.jefit.com/images/exercises/b1.jpg,http://player.vimeo.com/external/160305133.sd.mp4?s=c737b79d6d3367f6b3048e576dabd17856e97520&profile_id=165&oauth2_token_id=435967617,Back,,Strength,Isolation,Weight Plate,Intermediate
1274,Weight Plate Sissy Squat,https://www.jefit.com/exercises/957/Weight-Plate-Sissy-Squat,https://www.jefit.com/images/exercises/1080_664/3828.jpg,https://www.jefit.com/images/exercises/1080_664/3829.jpg,https://www.jefit.com/images/exercises/b8.jpg,http://player.vimeo.com/external/160306815.hd.mp4?s=04efa48df21345163d04e3414e8664a765c0acdf&profile_id=113&oauth2_token_id=435967617,Upper Legs,,Strength,Compound,Machine - Strength,Expert
1275,Weight Plate Squat,https://www.jefit.com/exercises/497/Weight-Plate-Squat,https://www.jefit.com/images/exercises/1080_664/1988.jpg,https://www.jefit.com/images/exercises/1080_664/1989.jpg,https://www.jefit.com/images/exercises/b8.jpg,http://player.vimeo.com/external/160296215.hd.mp4?s=2b2d3ffabc579568923e6bc333bf4861f5c14059&profile_id=119&oauth2_token_id=435967617,Upper Legs,Hamstrings,Strength,Compound,Weight Plate,Intermediate
1276,Weight Plate Supine Neck Resistance,https://www.jefit.com/exercises/425/Weight-Plate-Supine-Neck-Resistance,https://www.jefit.com/images/exercises/1080_664/1700.jpg,https://www.jefit.com/images/exercises/1080_664/1701.jpg,https://www.jefit.com/images/exercises/b6.jpg,http://player.vimeo.com/external/160281225.hd.mp4?s=84a98deaebaa1a89747ad91654d3b0ec17933091&profile_id=119&oauth2_token_id=435967617,Shoulders,Traps,Strength,Isolation,Bench,Intermediate
1277,Weighted Bench Dip,https://www.jefit.com/exercises/156/Weighted-Bench-Dip,https://www.jefit.com/images/exercises/1080_664/624.jpg,https://www.jefit.com/images/exercises/1080_664/625.jpg,https://www.jefit.com/images/exercises/b7.jpg,http://player.vimeo.com/external/160273741.hd.mp4?s=279525353b253a61c8323292f88f867ea283e5b5&profile_id=113&oauth2_token_id=435967617,Triceps,Lower Chest,Strength,Compound,Bench,Intermediate
1278,Weighted Crunches,https://www.jefit.com/exercises/803/Weighted-Crunches,https://www.jefit.com/images/exercises/1080_664/3212.jpg,https://www.jefit.com/images/exercises/1080_664/3213.jpg,https://www.jefit.com/images/exercises/b0.jpg,http://player.vimeo.com/external/160305195.hd.mp4?s=6393dc03ff24086185d0d06912e12cee9c2a4907&profile_id=119&oauth2_token_id=435967617,Abs,,Strength,Isolation,Weight Plate,Beginner
1279,Weighted Decline Crunch,https://www.jefit.com/exercises/675/Weighted-Decline-Crunch,https://www.jefit.com/images/exercises/1080_664/2700.jpg,https://www.jefit.com/images/exercises/1080_664/2701.jpg,https://www.jefit.com/images/exercises/b0.jpg,http://player.vimeo.com/external/160297536.sd.mp4?s=eac2cdba56bd723507d931001b93a2a5cedcbd69&profile_id=165&oauth2_token_id=435967617,Abs,,Strength,Isolation,Bench,Intermediate
1280,Weighted Decline Rotation,https://www.jefit.com/exercises/676/Weighted-Decline-Rotation,https://www.jefit.com/images/exercises/1080_664/2704.jpg,https://www.jefit.com/images/exercises/1080_664/2705.jpg,https://www.jefit.com/images/exercises/b0.jpg,http://player.vimeo.com/external/160297526.hd.mp4?s=fbb063a3b5421499af18bbeb9e21f73e334644ac&profile_id=119&oauth2_token_id=435967617,Abs,,Strength,Isolation,Weight Plate,Intermediate
1281,Weighted Drop Push-Up,https://www.jefit.com/exercises/844/Weighted-Drop-Push-Up,https://www.jefit.com/images/exercises/1080_664/3376.jpg,https://www.jefit.com/images/exercises/1080_664/3377.jpg,https://www.jefit.com/images/exercises/b3.jpg,http://player.vimeo.com/external/160305251.hd.mp4?s=7927e71bf5f51ecf7ce82438834d4206dd8b0138&profile_id=113&oauth2_token_id=435967617,Chest,,Strength,Isolation,Bench,Intermediate
1282,Weighted Hanging Knee Raise,https://www.jefit.com/exercises/1005/Weighted-Hanging-Knee-Raise,https://www.jefit.com/images/exercises/1080_664/4020.jpg,https://www.jefit.com/images/exercises/1080_664/4021.jpg,https://www.jefit.com/images/exercises/b0.jpg,http://player.vimeo.com/external/160306921.hd.mp4?s=16ec2b148e8b1cbc9f9cc25d239c366b36c242c1&profile_id=119&oauth2_token_id=435967617,Abs,,Strength,Compound,Pullup Bar,Expert
1283,Weighted Pull-Up,https://www.jefit.com/exercises/834/Weighted-Pull-Up,https://www.jefit.com/images/exercises/1080_664/3336.jpg,https://www.jefit.com/images/exercises/1080_664/3337.jpg,https://www.jefit.com/images/exercises/b1.jpg,http://player.vimeo.com/external/160305245.sd.mp4?s=74d3cde2daf9a2d98033c9725ab6fef9f5d93ec5&profile_id=165&oauth2_token_id=435967617,Back,Lats,Strength,Compound,Pullup Bar,Intermediate
1284,Weighted Side Bend,https://www.jefit.com/exercises/689/Weighted-Side-Bend,https://www.jefit.com/images/exercises/1080_664/2756.jpg,https://www.jefit.com/images/exercises/1080_664/2757.jpg,https://www.jefit.com/images/exercises/b0.jpg,http://player.vimeo.com/external/160304908.sd.mp4?s=189718f3da1e9f6e6d993efa36987ef3c7944914&profile_id=164&oauth2_token_id=435967617,Abs,,Strength,Isolation,Weight Plate,Beginner
1285,Weighted Side Touches,https://www.jefit.com/exercises/1006/Weighted-Side-Touches,https://www.jefit.com/images/exercises/1080_664/4024.jpg,https://www.jefit.com/images/exercises/1080_664/4025.jpg,https://www.jefit.com/images/exercises/b0.jpg,http://player.vimeo.com/external/160306934.sd.mp4?s=c06dd524c4cbafaa5f606b635dd87b485b4b74c6&profile_id=164&oauth2_token_id=435967617,Abs,,Strength,Isolation,Bench,Intermediate
1286,Weighted Three Bench Dip,https://www.jefit.com/exercises/1193/Weighted-Three-Bench-Dip,https://www.jefit.com/images/exercises/1080_664/4772.jpg,https://www.jefit.com/images/exercises/1080_664/4773.jpg,https://www.jefit.com/images/exercises/b7.jpg,http://player.vimeo.com/external/160307074.sd.mp4?s=0e7729fe5efbd0efb4b90134c8513d7d2555a1b6&profile_id=164&oauth2_token_id=435967617,Triceps,,Strength,Compound,Bench,Intermediate
1287,Weighted Tricep Dip,https://www.jefit.com/exercises/1194/Weighted-Tricep-Dip,https://www.jefit.com/images/exercises/1080_664/4776.jpg,https://www.jefit.com/images/exercises/1080_664/4777.jpg,https://www.jefit.com/images/exercises/b7.jpg,http://player.vimeo.com/external/160307223.hd.mp4?s=f1ae111abd4d08eed0a924866c61a138b1e2ae6d&profile_id=119&oauth2_token_id=435967617,Triceps,,Strength,Compound,Machine - Strength,Intermediate
1288,Weighted Trunk Rotation,https://www.jefit.com/exercises/677/Weighted-Trunk-Rotation,https://www.jefit.com/images/exercises/1080_664/2708.jpg,https://www.jefit.com/images/exercises/1080_664/2709.jpg,https://www.jefit.com/images/exercises/b0.jpg,http://player.vimeo.com/external/160304889.hd.mp4?s=aaa41571d3dabd1cdef6de796adf639f619edf0d&profile_id=113&oauth2_token_id=435967617,Abs,,Strength,Isolation,Weight Plate,Beginner
1289,Wide Grip Lat Pulldown,https://www.jefit.com/exercises/86/Wide-Grip-Lat-Pulldown,https://www.jefit.com/images/exercises/1080_664/344.jpg,https://www.jefit.com/images/exercises/1080_664/345.jpg,https://www.jefit.com/images/exercises/b1.jpg,http://player.vimeo.com/external/160273609.hd.mp4?s=6e691bd51b76c302e70b7fe1f50d2a36f8c6879f&profile_id=113&oauth2_token_id=435967617,Back,Traps,Strength,Compound,Machine - Strength,Intermediate
1290,Wide Grip Pulldown Behind the Neck,https://www.jefit.com/exercises/84/Wide-Grip-Pulldown-Behind-the-Neck,https://www.jefit.com/images/exercises/1080_664/336.jpg,https://www.jefit.com/images/exercises/1080_664/337.jpg,https://www.jefit.com/images/exercises/b1.jpg,http://player.vimeo.com/external/160273602.hd.mp4?s=82bd026cef091f35765ef7302926166179c2bf8c&profile_id=113&oauth2_token_id=435967617,Back,Traps,Strength,Compound,Machine - Strength,Intermediate
1291,Wide Grip Rear Pull-Up,https://www.jefit.com/exercises/85/Wide-Grip-Rear-Pull-Up,https://www.jefit.com/images/exercises/1080_664/340.jpg,https://www.jefit.com/images/exercises/1080_664/341.jpg,https://www.jefit.com/images/exercises/b1.jpg,http://player.vimeo.com/external/160273620.sd.mp4?s=df9e1c0982c13257352a7d0e47a16d4def88d9f0&profile_id=165&oauth2_token_id=435967617,Back,Traps,Strength,Compound,Pullup Bar,Expert
1292,Wide Hand Push-Up,https://www.jefit.com/exercises/861/Wide-Hand-Push-Up,https://www.jefit.com/images/exercises/1080_664/3444.jpg,https://www.jefit.com/images/exercises/1080_664/3445.jpg,https://www.jefit.com/images/exercises/b3.jpg,http://player.vimeo.com/external/160305292.hd.mp4?s=bfc819f70ddd4ca98f82a3868a21a0fc685ec7de&profile_id=113&oauth2_token_id=435967617,Chest,,Strength,Compound,Body Only,Beginner
1293,Wide Leg Stretch,https://www.jefit.com/exercises/542/Wide-Leg-Stretch,https://www.jefit.com/images/exercises/1080_664/2168.jpg,https://www.jefit.com/images/exercises/1080_664/2169.jpg,https://www.jefit.com/images/exercises/b0.jpg,http://player.vimeo.com/external/160297274.sd.mp4?s=bc065f7b64bc4d92402c90c68caeb734320aaa5b&profile_id=164&oauth2_token_id=435967617,Abs,,Stretching,Compound,Body Only,Beginner
1294,Windshield Wipers,https://www.jefit.com/exercises/693/Windshield-Wipers,https://www.jefit.com/images/exercises/1080_664/2772.jpg,https://www.jefit.com/images/exercises/1080_664/2773.jpg,https://www.jefit.com/images/exercises/b0.jpg,http://player.vimeo.com/external/160304917.sd.mp4?s=a36615e72b9d75d5f410316f727ab4724b7ac688&profile_id=164&oauth2_token_id=435967617,Abs,,Strength,Isolation,Pullup Bar,Expert
